,Unnamed: 0.1,Unnamed: 0,PMID,abstract,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
10,10,10,38467156,"Perceptions of cannabis as a potential medical treatment for mood and anxiety disorders have been increasing in the context of legalizations, availability, and medical cannabis programs, though current evidence predominately indicates risks and negative effects of cannabis use (CU) on mental health outcomes. This study aims to understand motivations, perceptions, effects, and patterns of CU in individuals with mood and anxiety disorders. Thirty-six adult patients diagnosed with mood or anxiety disorders, obsessive-compulsive disorder, or posttraumatic stress disorder who were currently using cannabis completed an in-depth qualitative interview on individual motivations, perceptions, experiences, effects, and patterns of their CU. The thematic analysis focused on phases of CU and sources of cannabis products and information. Reported motivations for initiation of CU included curiosity, peer pressure, and dissatisfaction with conventional treatments. Factors such as psychotropic effects and coping with mental health symptoms and insomnia contributed to the continuation of CU. More negative effects, including cognitive dysfunction, worsening of mood, and anxiety symptoms, were acknowledged with ongoing CU. Concerning findings included common initiation of CU before age 18, combined medical and recreational CU, rare consultation of medical professionals on CU, and potential effects and harms. Findings indicate individual complexity of motivations, perceptions, and patterns of CU in the study population. The reported potential beneficial effects of specific cannabis products should be further investigated. Findings emphasize patient-provider dialogue on both CU and conventional treatments. Information from this study can contribute to and inform the development of education, prevention, and intervention strategies. ","Perceptions, Experiences, and Patterns of Cannabis Use in Individuals with Mood and Anxiety Disorders in the Context of Cannabis Legalization and Medical Cannabis Program in Canada - A Qualitative Study","Das A, Hendershot CS, Husain MI, Knyahnytska Y, Elsaid S, Le Foll B, Kloiber S.",Pharmacopsychiatry. 2024 May;57(3):141-151. doi: 10.1055/a-2264-1047. Epub 2024 Mar 11.,Das A,Pharmacopsychiatry,2024,2024/03/11,,,10.1055/a-2264-1047
11,11,11,23095052,"  Cannabis withdrawal in heavy users is commonly followed by increased anxiety, insomnia, loss of appetite, migraine, irritability, restlessness and other physical and psychological signs. Tolerance to cannabis and cannabis withdrawal symptoms are believed to be the result of the desensitization of CB1 receptors by THC.   This report describes the case of a 19-year-old woman with cannabis withdrawal syndrome treated with cannabidiol (CBD) for 10 days. Daily symptom assessments demonstrated the absence of significant withdrawal, anxiety and dissociative symptoms during the treatment.   CBD can be effective for the treatment of cannabis withdrawal syndrome. ",Cannabidiol for the treatment of cannabis withdrawal syndrome: a case report,"Crippa JA, Hallak JE, Machado-de-Sousa JP, Queiroz RH, Bergamaschi M, Chagas MH, Zuardi AW.",J Clin Pharm Ther. 2013 Apr;38(2):162-4. doi: 10.1111/jcpt.12018. Epub 2012 Oct 24.,Crippa JA,J Clin Pharm Ther,2013,2012/10/26,,,10.1111/jcpt.12018
12,12,12,34102934,"Marijuana use among pregnant women is on the rise in part due to the perception that marijuana may improve problems related to pregnancy such as poor sleep. This study's objective was to examine associations between marijuana use and sleep quality among a sample of women during pregnancy. The sample included women seeking prenatal care at The Ohio State University Wexner Medical Center (2010-2015). Intake assessments included medical, demographic, and socioeconomic domains, as well as the Pittsburgh Sleep Quality Index. Marijuana use during pregnancy was determined using urine screens, chart abstraction, and self-report. Women completed standardized questionnaires regarding sleep quality, depressive symptoms, anxiety, stress, and discrimination at enrollment and each subsequent trimester. A linear mixed-effect model was used to assess the relationship between sleep variables and marijuana use adjusted for maternal race, education, household income, age, marital status, depressive symptoms, anxiety, stress, discrimination, and use of tobacco and other substances during pregnancy. Women completed the sleep quality assessments for a total of 294 pregnancies, which comprise the study population. Among the study sample ( Current findings did not suggest differences in sleep quality between women who used and did not use marijuana during pregnancy. Findings are contrary to the perception that marijuana use alleviates sleep-related problems during pregnancy. Given well-documented adverse outcomes associated with prenatal marijuana exposure for children and the increase in women using marijuana during pregnancy, providers should be prepared to discuss possible harms associated with marijuana use during pregnancy as well as provide psychoeducational information and service referrals to those interested. Future studies could improve upon this design by assessing objective measures of sleep, such as actigraphy, as well as marijuana use repeatedly throughout pregnancy, which may be a more optimal strategy for illuminating potential relationships between marijuana use and sleep during pregnancy. ",Marijuana use and sleep quality during pregnancy,"Murnan AW, Keim SA, Li R, Klebanoff MA.",J Matern Fetal Neonatal Med. 2022 Dec;35(25):7857-7864. doi: 10.1080/14767058.2021.1937987. Epub 2021 Jun 8.,Murnan AW,J Matern Fetal Neonatal Med,2022,2021/06/09,PMC9513436,NIHMS1837989,10.1080/14767058.2021.1937987
13,13,13,21296508,"Sleep difficulty is a common symptom of cannabis withdrawal, but little research has objectively measured sleep or explored the effects of hypnotic medication on sleep during cannabis withdrawal. Twenty daily cannabis users completed a within-subject crossover study. Participants alternated between periods of ad libitum cannabis use and short-term cannabis abstinence (3 days). Placebo was administered at bedtime during one abstinence period (withdrawal test) and extended-release zolpidem, a non-benzodiazepine GABA(A) receptor agonist, was administered during the other. Polysomnographic (PSG) sleep architecture measures, subjective ratings, and cognitive performance effects were assessed each day. During the placebo-abstinence period, participants had decreased sleep efficiency, total sleep time, percent time spent in Stage 1 and Stage 2 sleep, REM latency and subjective sleep quality, as well as increased sleep latency and time spent in REM sleep compared with when they were using cannabis. Zolpidem attenuated the effects of abstinence on sleep architecture and normalized sleep efficiency scores, but had no effect on sleep latency. Zolpidem was not associated with any significant side effects or next-day cognitive performance impairments. These data extend prior research that indicates abrupt abstinence from cannabis can lead to clinically significant sleep disruption in daily users. The findings also indicate that sleep disruption associated with cannabis withdrawal can be attenuated by zolpidem, suggesting that hypnotic medications might be useful adjunct pharmacotherapies in the treatment of cannabis use disorders. ",Sleep disturbance and the effects of extended-release zolpidem during cannabis withdrawal,"Vandrey R, Smith MT, McCann UD, Budney AJ, Curran EM.",Drug Alcohol Depend. 2011 Aug 1;117(1):38-44. doi: 10.1016/j.drugalcdep.2011.01.003. Epub 2011 Feb 5.,Vandrey R,Drug Alcohol Depend,2011,2011/02/08,PMC3119729,NIHMS273324,10.1016/j.drugalcdep.2011.01.003
14,14,14,16083966,"The National Institute on Drug Abuse has funded a medications program that has concentrated on the development of medications for opiate and cocaine dependence. Levomethadyl acetate (LAAM) and buprenorphine and buprenorphine/naloxone sublingual tablets were developed in conjunction with pharmaceutical partners and approved by the Food and Drug Administration. The remaining challenges for medications development for opiate dependence involves Phase IV studies in special populations, for example, pregnant opiate-dependent patients, and to translate neuroscience-based findings into treatments. Several marketed medications have shown initial efficacy to reduce cocaine use in well-controlled clinical trials. Disulfiram has been shown to reduce cocaine use in several clinical trials, while baclofen, modafinil, naltrexone, ondansetron, tiagabine, and topiramate have shown preliminary efficacy in initial clinical studies. Confirmatory studies of many of these medications is underway. More recently, the NIDA medications program has evaluated medications for their ability to reduce methamphetamine use. To date, no medications tested have shown efficacy to reduce methamphetamine use. Both marketed medications and investigational agents will be tested. Finally, NIDA has begun to test medications for efficacy to reduce cannabis use. Initial studies are underway. Both agonist and antagonist approaches will be evaluated. Additionally, medications will be tested in cannabis-dependent patients for the management of insomnia, withdrawal, and concurrent depression. ",Medications development: successes and challenges,"Vocci F, Ling W.",Pharmacol Ther. 2005 Oct;108(1):94-108. doi: 10.1016/j.pharmthera.2005.06.010.,Vocci F,Pharmacol Ther,2005,2005/08/09,,,10.1016/j.pharmthera.2005.06.010
15,15,15,36503404,"The current paucity of clinical evidence limits the use of cannabis-based medicinal products (CBMPs) in post-traumatic stress disorder (PTSD). This study investigates health-related quality of life (HRQoL) changes and adverse events in patients prescribed CBMPs for PTSD. A case-series of patients from the UK Medical Cannabis Registry was analyzed. HRQoL was assessed at 1-, 3-, and 6-months using validated patient reported outcome measures (PROMs). Adverse events were analyzed according to the Common Terminology Criteria for Adverse Events version 4.0. Statistical significance was defined as p < 0.050. Of 162 included patients, 88.89% (n = 144) were current/previous cannabis users. Median daily CBMP dosages were 5.00 (IQR: 0.00-70.00) mg of cannabidiol and 145.00 (IQR: 100.00-200.00) mg of Δ9-tetrahydrocannabinol. Significant improvements were observed in PTSD symptoms, sleep, and anxiety across all follow-up periods (p < 0.050). There were 220 (135.8%) adverse events reported by 33 patients (20.37%), with the majority graded mild or moderate in severity (n = 190, 117.28%). Insomnia and fatigue had the greatest incidence (n = 20, 12.35%). Associated improvements in HRQoL were observed in patients who initiated CBMP therapy. Adverse events analysis suggests acceptability and safety up to 6 months. This study may inform randomized placebo-controlled trials, required to confirm causality and determine optimal dosing. ",Assessment of clinical outcomes in patients with post-traumatic stress disorder: analysis from the UK Medical Cannabis Registry,"Pillai M, Erridge S, Bapir L, Nicholas M, Dalavaye N, Holvey C, Coomber R, Barros D, Bhoskar U, Mwimba G, Praveen K, Symeon C, Sachdeva-Mohan S, Rucker JJ, Sodergren MH.",Expert Rev Neurother. 2022 Nov-Dec;22(11-12):1009-1018. doi: 10.1080/14737175.2022.2155139. Epub 2022 Dec 12.,Pillai M,Expert Rev Neurother,2022,2022/12/12,,,10.1080/14737175.2022.2155139
16,16,16,19874164,"The present study investigated aspects of sleep quality in ecstasy and cannabis users. Two-hundred and twenty seven participants (117 ecstasy/polydrug users, 53 cannabis users and 57 drug naive participants) took part. The participants completed measures of daytime sleepiness, and indicators of sleep quality. The results demonstrated that ecstasy/polydrug users viewed themselves as being more evening types and having poorer sleep quality than cannabis users and drug naive participants. They were also more likely to have missed a night's sleep. The reported differences in sleep type may reflect ecstasy-related serotonergic dysfunction resulting in problems with shifting circadian rhythms. ",Sleep impairment in ecstasy/polydrug and cannabis-only users,"Fisk JE, Montgomery C.",Am J Addict. 2009 Sep-Oct;18(5):430-7. doi: 10.3109/10550490903077762.,Fisk JE,Am J Addict,2009,2009/10/31,,,10.3109/10550490903077762
17,17,17,24474865,"Cannabis is one of the most widely used illicit drugs worldwide. However, while the rates of cannabis dependence and treatment increase, there remains no medications approved for this use. Due to its sedative effects and low abuse liability, the typical antipsychotic pericyazine has been utilized in some parts of Australia for the treatment of cannabis dependence. We aimed to provide documentation of preliminary outcomes and acceptability of pericyazine treatment in a small sample. A naturalistic case series study was conducted in which 21 patients were enrolled for a 4-week course of pericyazine (up to 8 × 2.5 mg tablets daily) and weekly medical review. Levels of cannabis use were reported and side effects with electrocardiography and blood tests were monitored. Measures of dependence severity, depression, anxiety, and insomnia were taken at baseline and follow-up utilizing validated psychometric tools. Significant reductions in cannabis use, depression, anxiety, and insomnia severity occurred across time. Pericyazine appeared to be well tolerated and easily administered in the community clinics. The results provide some preliminary evidence that low-dose short-term pericyazine may be an acceptable mode of treatment in this population. Given the open-label nature of the design, we cannot conclude that pharmacotherapy was uniquely responsible for the treatment effect. Nonetheless, low-dose pericyazine may be a potentially effective approach to the treatment of cannabis dependence, and further evaluation via a randomized placebo-controlled trial is warranted. ",Pericyazine in the treatment of cannabis dependence in general practice: a naturalistic pilot trial,"Morley KC, Haber PS, Morgan ML, Samara F.",Subst Abuse Rehabil. 2012 May 28;3:43-7. doi: 10.2147/SAR.S30052. eCollection 2012.,Morley KC,Subst Abuse Rehabil,2012,2014/01/30,PMC3886674,,10.2147/SAR.S30052
18,18,18,39196883,"Drugs have actions that may be classified as therapeutic effects and side effects; side effects are actions that do not contribute to therapeutic benefit. Some side effects are neutral; others, experienced as undesirable or unpleasant, are recorded as adverse effects. Some drug actions are therapeutic for some disorders and adverse for others; or therapeutic during acute illness and adverse during maintenance treatment. As an example, anticholinergic action may be adverse when a tricyclic antidepressant is used to treat depression but therapeutic when the drug is used to treat irritable bowel syndrome with diarrhea. In clinical practice, side or adverse effects of a drug may be leveraged to manage troublesome symptoms. As an example, the sedative effect of a low dose of trazodone may be useful for some patients with insomnia. With this background, studies have examined whether the increase in appetite and weight associated with olanzapine and mirtazapine may be effective against anorexia and cachexia associated with cancer and cancer chemotherapy. The subject is important because cachexia may be present in 30%-50% of patients with cancer (with higher prevalence in patients with more advanced cancer) and because the presence of cachexia is associated with a higher risk of disease progression and mortality. Many randomized controlled trials (RCTs) have examined pharmacologic interventions such as progestins, corticosteroids, anamorelin, and medical cannabis for cancer related cachexia; most results have been disappointing. A recent RCT found that olanzapine (2.5 mg/d for 12 weeks) improved appetite, weight, other nutritional parameters, and quality of life in patients with locally advanced or metastatic cancer treated with chemotherapy. Another RCT, however, found that mirtazapine (30 mg/d for 8 weeks) brought no nutritional or anthropometric gain in patients with cancer and anorexia. It is concluded that olanzapine but not mirtazapine merits further investigation in patients with cancer who have anorexia and cachexia. ","Therapeutic Effects, Side Effects, and Adverse Effects of Neuropsychiatric Drugs in the Context of Treating Cancer-Related Anorexia With Olanzapine and Mirtazapine",Andrade C.,J Clin Psychiatry. 2024 Aug 21;85(3):24f15532. doi: 10.4088/JCP.24f15532.,Andrade C,J Clin Psychiatry,2024,2024/08/28,,,10.4088/JCP.24f15532
19,19,19,24726015,"This paper reviews the literature regarding the effects of cannabinoid administration on sleep in humans. A literature search using a set of cannabinoid and sleep-related terms was conducted across eight electronic databases. Human studies that involved the administration of cannabinoids and at least one quantitative sleep-related measure were included. Review papers, opinion pieces, letters or editorials, case studies (final N < 7), published abstracts, posters, and non-English papers were excluded. Thirty-nine publications were included in the review. Findings were mixed and showed various effects of cannabinoid administration on several aspects of sleep. Methodological issues in the majority of studies to date, however, preclude any definitive conclusion. ",The effects of cannabinoid administration on sleep: a systematic review of human studies,"Gates PJ, Albertella L, Copeland J.",Sleep Med Rev. 2014 Dec;18(6):477-87. doi: 10.1016/j.smrv.2014.02.005. Epub 2014 Mar 7.,Gates PJ,Sleep Med Rev,2014,2014/04/15,,,10.1016/j.smrv.2014.02.005
20,20,20,20735884,"Paranoia is an unregarded but pervasive attribute of human populations. In this study we carried out the most comprehensive investigation so far of the demographic, economic, social and clinical correlates of self-reported paranoia in the general population. Data weighted to be nationally representative were analysed from the Adult Psychiatric Morbidity Survey in England (APMS 2007; n=7281). The prevalence of paranoid thinking in the previous year ranged from 18.6% reporting that people were against them, to 1.8% reporting potential plots to cause them serious harm. At all levels, paranoia was associated with youth, lower intellectual functioning, being single, poverty, poor physical health, poor social functioning, less perceived social support, stress at work, less social cohesion, less calmness, less happiness, suicidal ideation, a great range of other psychiatric symptoms (including anxiety, worry, phobias, post-traumatic stress and insomnia), cannabis use, problem drinking and increased use of treatment and services. Overall, the results indicate that paranoia has the widest of implications for health, emotional well-being, social functioning and social inclusion. Some of these concomitants may contribute to the emergence of paranoid thinking, while others may result from it. ",Concomitants of paranoia in the general population,"Freeman D, McManus S, Brugha T, Meltzer H, Jenkins R, Bebbington P.",Psychol Med. 2011 May;41(5):923-36. doi: 10.1017/S0033291710001546. Epub 2010 Aug 24.,Freeman D,Psychol Med,2011,2010/08/26,,,10.1017/S0033291710001546
21,21,21,34290290,"Cigarette smoking is a modifiable behaviour associated with mental health. We investigated the degree of genetic overlap between smoking behaviours and psychiatric traits and disorders, and whether genetic associations exist beyond genetic influences shared with confounding variables (cannabis and alcohol use, risk-taking and insomnia). Second, we investigated the presence of causal associations between smoking initiation and psychiatric traits and disorders. We found significant genetic correlations between smoking and psychiatric disorders and adult psychotic experiences. When genetic influences on known covariates were controlled for, genetic associations between most smoking behaviours and schizophrenia and depression endured (but not with bipolar disorder or most psychotic experiences). Mendelian randomization results supported a causal role of smoking initiation on psychiatric disorders and adolescent cognitive and negative psychotic experiences, although not consistently across all sensitivity analyses. In conclusion, smoking and psychiatric disorders share genetic influences that cannot be attributed to covariates such as risk-taking, insomnia or other substance use. As such, there may be some common genetic pathways underlying smoking and psychiatric disorders. In addition, smoking may play a causal role in vulnerability for mental illness. ",Genetic overlap and causal associations between smoking behaviours and mental health,"Barkhuizen W, Dudbridge F, Ronald A.",Sci Rep. 2021 Jul 21;11(1):14871. doi: 10.1038/s41598-021-93962-7.,Barkhuizen W,Sci Rep,2021,2021/07/22,PMC8295327,,10.1038/s41598-021-93962-7
22,22,22,26285109,"Sleep disturbance is a hallmark feature of cannabis withdrawal. In this study we explored the effects of lithium treatment supplemented with nitrazepam on objective and subjective measures of sleep quality during inpatient cannabis withdrawal. Treatment-seeking cannabis-dependent adults (n = 38) were admitted for 8 days to an inpatient withdrawal unit and randomized to either oral lithium (500 mg) or placebo, twice daily in a double-blind RCT. Restricted nitrazepam (10 mg) was available on demand (in response to poor sleep) on any 3 of the 7 nights. Dependent outcome measures for analysis included repeated daily objective actigraphy and subjective sleep measures throughout the 8 day detox, subjective cannabis withdrawal ratings, and detoxification completion rates. Based on actigraphy, lithium resulted in less fragmented sleep compared to placebo (p = 0.04), but no other objective measures were improved by lithium. Of the subjective measures, only nightmares were suppressed by lithium (p = 0.04). Lithium did not have a significant impact on the use of nitrazepam. Sleep bout length (p < 0.0001), sleep efficiency (p < 0.0001), and sleep fragmentation (p = 0.05) were improved on nights in which nitrazepam was used. In contrast, only night sweats improved with nitrazepam from the subjective measures (p = 0.04). A Cox regression with daily repeated measures of sleep efficiency averaged across all people in the study a predictor suggests that a one-unit increase in sleep efficiency (the ratio of total sleep time to the total time in bed expressed as a percentage) resulted in a 14.6% increase in retention in treatment (p = 0.008, Exp(B) = 0.854, 95% CI = 0.759-0.960). None of the other sleep measures, nor use of lithium or nitrazepam were significantly associated with retention in treatment. Lithium seems to have only limited efficacy on sleep disturbance in cannabis withdrawal. However the nitrazepam improved several actigraphy measures of sleep disturbance, warranting further investigation. Discord between objective and subjective sleep indices suggest caution in evaluating treatment interventions with self-report sleep data only. ",The Effects of Lithium Carbonate Supplemented with Nitrazepam on Sleep Disturbance during Cannabis Abstinence,"Allsop DJ, Bartlett DJ, Johnston J, Helliwell D, Winstock A, McGregor IS, Lintzeris N.",J Clin Sleep Med. 2015 Oct 15;11(10):1153-62. doi: 10.5664/jcsm.5090.,Allsop DJ,J Clin Sleep Med,2015,2015/08/19,PMC4582056,,10.5664/jcsm.5090
23,23,23,30968175,"Synthetic cannabinoids (SCs) are a class of new psychoactive substances that have been rapidly evolving around the world throughout recent years. Many different synthetic cannabinoid analogues are on the consumer market and sold under misleading names, like ""spice"" or ""incense."" A limited number of studies have reported serious health effects associated with SC use. In this study, we compared clinical and subclinical psychopathological symptoms associated with SC use and natural cannabis (NC) use. A convenience sample of 367 NC and SC users was recruited online, including four validated psychometric questionnaires: The Drug Use Disorders Identification Test (DUDIT), Insomnia Severity Index (ISI), Altman Mania Scale (Altman), and Brief Symptom Inventory (BSI). The two groups were compared with analysis of variance (ANOVA) and covariance (ANCOVA), chi The SC user group did not differ in age from the NC user group (27.7 years), but contained less females (21% and 30%, respectively). SC users scored higher than NC users on all used psychometric measures, indicating a higher likelihood of drug abuse, sleep problems, (hypo)manic symptoms, and the nine dimensions comprising the BSI, somatization, obsessive-compulsive behavior, interpersonal sensitivity, depression, anxiety, hostility, phobic anxiety, paranoid ideation, and psychoticism. Odds ratios (95% CI) for the SC user group vs NC user group were, respectively, drug dependence 3.56 (1.77-7.16), (severe) insomnia 5.01 (2.10-11.92), (hypo-)mania 5.18 (2.04-13.14), and BSI psychopathology 5.21 (2.96-9.17). This study shows that SC use is associated with increased mental health symptomatology compared to NC use. ",Psychopathological symptoms associated with synthetic cannabinoid use: a comparison with natural cannabis,"Mensen VT, Vreeker A, Nordgren J, Atkinson A, de la Torre R, Farré M, Ramaekers JG, Brunt TM.",Psychopharmacology (Berl). 2019 Sep;236(9):2677-2685. doi: 10.1007/s00213-019-05238-8. Epub 2019 Apr 9.,Mensen VT,Psychopharmacology (Berl),2019,2019/04/11,PMC6695363,,10.1007/s00213-019-05238-8
